id,name,technologies,platforms,numRegistrants,numSubmitters,duration,prizes,winners
30121859,Topcoder Community App - Fix Rating In Member Profile,"['ReactJS', 'Node.js']",['NodeJS'],15,4,950100000,[80.0],['nursoltan-s']
30121864,Hugo Wiki - Style Left Nav as Tree View,['Other'],['Other'],10,1,863700000,[200.0],['HeVy']
30121765,Project Teckedin | Update Company Profile page,"['Node.js', 'jQuery', 'MongoDB']",['NodeJS'],20,3,863700000,[100.0],['fctorial']
30121730,Hugo Wiki - Markdown Preprocessor for Included Image,['Node.js'],['Other'],9,1,863700000,[100.0],['neonray']
30121669,Hugo Wiki - Preprocessing File Inclusion In Markdown File,['Node.js'],['Other'],10,2,863700000,[100.0],['neonray']
30120953,TC - Sagemaker processor - Create Dockerfile and deploy in AWS,['Docker'],['AWS'],13,1,881700000,[180.0],['tpwwu']
30120959,Hugo Wiki - Generate PUML Image in PreProcessing Step,['Node.js'],['Other'],13,2,863700000,[200.0],['neonray']
30120749,Topcoder Project Service - Fix random tests failures,"['PostgreSQL', 'Node.js', 'Elasticsearch']",['NodeJS'],17,1,863700000,[150.0],['xxcxy']
30120709,Hugo - Run Jenkins from Docker Container,['Other'],['Other'],12,3,863700000,[120.0],['xxcxy']
30120523,[TECAMS] Protect the routes using React Auth Gaurd,['ReactJS'],['NodeJS'],14,3,863700000,[80.0],['neonray']
30121485,[24hr] Topcoder Project Service - Fix Phone Number Issue,"['ReactJS', 'Angular.js (1.0)']",['Other'],15,2,86100000,[200.0],['diazz']
30120030,Infant nutrition - Product scraper - Reviews scraping,['Other'],['Other'],18,3,863700000,[250.0],['ShindouHikaru']
30119944,Sonarqube Spotlight - Improve the Code and Unit Tests,['Other'],['Other'],9,1,863700000,[150.0],['xxcxy']
30119771,Facade Hapi Service - Update Facade Routes Dynamically,['Node.js'],['Other'],22,3,863640000,[300.0],['christiandmiles']
30119893,Genetic Annotation - Implement the QC Process,['Python'],['AWS'],22,1,644160000,[500.0],['cyberjag']
30119651,Facade Hapi Service - Create PUML for Demo APIs,['Other'],['Other'],9,2,863700000,[150.0],['ShindouHikaru']
30119401,Spotlight Sonarqube Plugin - Improve the Trending Report,['ReactJS'],['Other'],19,1,863640000,[400.0],['neonray']
30119393,Facade Hapi Service - Bug Fixes,['Node.js'],['Other'],13,1,863640000,[100.0],['dhruvit_r']
30119331,Poseidon developer portal - add Multi Factor Authentication(MFA),"['AWS', 'TypeScript', 'Node.js']",['NodeJS'],15,1,863700000,[600.0],['lijulat']
30119392,Facade Hapi Service - Update Demo APIs,['Node.js'],['Other'],15,1,803280000,[300.0],['ShindouHikaru']
30119315,Poseidon DevOps - Setup secrets in AWS secret manager,"['AWS', 'Kubernetes']",['Other'],7,1,863700000,[60.0],['nirmalsarswat']
30119201,[TECAMS] API Integration & Swagger API documentation: Business Hours,"['ReactJS', 'REST']",['NodeJS'],29,1,863700000,[1000.0],['neonray']
30116756,Topcoder Community App - Fix webpack error when bundling,['ReactJS'],['NodeJS'],20,4,2548440000,[100.0],['logicbreaker']
30119188,Hugo Wiki - Make the README More Professional,['Other'],['Other'],9,1,863700000,[50.0],['harishchennupa']
30119060,[TECAMS] Dashboard: API Integration & Swagger API documentation,"['ReactJS', 'REST']",['NodeJS'],11,1,863700000,[200.0],['harishchennupa']
30119054,Wellmark CIM - Mailroom API starter code integration,['TypeScript'],['Other'],19,1,863700000,[300.0],['jiangyue808']
30119018,Poseidon- developer portal Update Prototype,"['SCSS', 'TypeScript', 'Angular 8', 'JavaScript', 'HTML5']",['HTML'],20,6,863700000,[100.0],['fctorial']
30118977,Hugo Wiki - Fix the Broken Image Links,['Other'],['Other'],11,2,863700000,[100.0],['harishchennupa']
30118975,Wellmark CIM - Mailroom API update,['TypeScript'],['Other'],14,3,863700000,[120.0],['AliGebily']
30118873,Topcoder Project Service - Improve local setup - Use ,['Node.js'],['NodeJS'],4,2,863700000,[75.0],['xxcxy']
30118872,Hugo Wiki - Create Detailed Navigation README,['Other'],['Other'],10,2,863700000,[100.0],['harishchennupa']
30118870,Hugo Wiki - Trigger Jenkins Pipeline from Page Wiki Events,['Other'],['AWS'],9,3,863700000,[100.0],['harishchennupa']
30117927,"Structural Annotation - Implement concatenate, displayname and seq_retrieve Components F2F",['Python'],['AWS'],24,2,1440000000,[750.0],['cyberjag']
30118683,CRM Angular Library and Application Update to Angular 9,"['Angular 2+', 'TypeScript', 'Node.js']",['Other'],31,5,863660746,[700.0],['ouyangki']
30118653,Topcoder Terms API - Update V5 to use UUIDs,"['Docker', 'PostgreSQL', 'Node.js', 'Other']",['NodeJS'],27,1,860100000,[300.0],['ahmed.seddiq']
30118642,Facade Hapi Service - Create a Better Demo,['Node.js'],['Other'],16,1,860100000,[400.0],['ShindouHikaru']
30118530,[TECAMS] Mock API: Server side logging,"['ReactJS', 'REST']",['NodeJS'],5,1,860100000,[70.0],['harishchennupa']
30118371,Spotlight  Sonarqube Plugin - Add Chrome Profile Trending Report,['ReactJS'],['Other'],11,1,860100000,[200.0],['neonray']
30118310,Poseidon DevOps- API Gateway configuration,"['AWS', 'Kubernetes']",['Other'],23,1,860079755,[300.0],['nirmalsarswat']
30118284,Poseidon DevOps - Dockerize Frontend App,"['Docker', 'Angular 8']",['Other'],12,1,860100000,[200.0],['wenbin']
30118281,Poseidon DevOps- Secret Manager configuration,"['Docker', 'AWS', 'Kubernetes']",['AWS'],11,2,860040000,[250.0],['nirmalsarswat']
30118241,[TECAMS] Mock API: My Work Schedule,"['ReactJS', 'REST']",['NodeJS'],11,1,860040000,[120.0],['harishchennupa']
30118158,POPJWT - Make android app read secure cookies,['Android'],['Android'],7,2,860100000,[100.0],['afrisalyp']
30117975,Structural Annotation - Generate Overall Nextflow Reports as well as Logs for each Component,['Python'],['AWS'],14,1,860100000,[350.0],['cyberjag']
30117966,Convert Markdown Pages to Static Website using Hugo using Jenkins,['Other'],['Other'],11,1,860100000,[200.0],['harishchennupa']
30117883,Structural Annotation - Update PASA Transcript Assembly F2F,['Python'],['AWS'],10,2,860100000,[500.0],['cyberjag']
30117865,Spotlight - Sonarqube page is greyed out sometimes,"['Java', 'ReactJS']",['Other'],10,1,860100000,[60.0],['MoroccoMIT']
30117693,Topcoder - Notifications Backend Integration,"['ReactJS', 'Apache Kafka', 'SCSS', 'HTML5']",['NodeJS'],16,2,859955485,[450.0],['tcchhabra']
30117679,Structural Annotation - trnascan output and repeatmask folder fix,['Python'],['AWS'],10,1,860100000,[250.0],['cyberjag']
30117677,LSF to Nextflow Refactoring F2F - EVM,"['Docker', 'Python']",['AWS'],6,1,864000000,[750.0],['cyberjag']
30117678,GFF Converter Implementation F2F,['Python'],['AWS'],9,2,860100000,[500.0],['cyberjag']
30117628,POPJWT - Check why Android App Cookie is not stored properly,['Android'],['Other'],6,1,860100000,[100.0],['logicbreaker']
30117626,JIRA - Custom Fields Update,['Other'],['Other'],12,1,860100000,[400.0],['khanfaraz']
30117554,SPALN Implementation F2F,"['S3', 'Python']",['AWS'],11,1,860100000,[750.0],['cyberjag']
30117549,LSF to Nextflow Refactoring F2F - Augustus,"['Python', 'Perl']","['AWS', 'EC2', 'Linux']",19,1,864000000,[1500.0],['cyberjag']
30117411,Topcoder Legacy challenge migration script - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],9,3,860100000,[80.0],['codingdrone']
30117604,Mechanics Inc - Create Sankey Diagram,"['Angular 2+', 'TypeScript']",['Other'],25,1,734040000,[550.0],['mohhasbias']
30117419,Topcoder Legacy challenge resource processor - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],4,2,860100000,[80.0],['codingdrone']
30117420,Topcoder Legacy challenge processor - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],4,1,860100000,[80.0],['codingdrone']
30117417,Topcoder Resource ES processor - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],5,2,860100000,[80.0],['codingdrone']
30117413,Topcoder Challenge Engine UI - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],4,2,860100000,[80.0],['codingdrone']
30117421,Topcoder Challenge ES processor - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],3,2,860100000,[80.0],['codingdrone']
30117418,Topcoder Resources API - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],2,1,860100000,[80.0],['codingdrone']
30117415,Topcoder Resource processor - Update README,"['Docker', 'AWS', 'Node.js', 'Other']",['NodeJS'],6,2,860100000,[80.0],['codingdrone']
30117231,Convert Markdown Pages to Static Website using Hugo,"['AWS', 'Gitlab']",['AWS'],18,2,863700000,[200.0],['harishchennupa']
30117228,Asset Tracking - UI Backend and Azure Deployment,"['Angular 8', 'Node.js']",['Microsoft Azure'],15,1,863700000,[150.0],['harishchennupa']
30117192,JIRA - Create Custom Fields Part2,['Other'],['Other'],10,1,863700000,[400.0],['khanfaraz']
30117102,Topbot - Move Dynamodb Table creation logic to serverless.yml,"['AWS', 'JavaScript', 'Node.js']",['NodeJS'],7,1,863700000,[80.0],['cdharmateja']
30116827,Asset Tracking - Make Angular Prototype a PWA,['Angular 8'],['Other'],16,2,863700000,[250.0],['harishchennupa']
30116822,Sahara - Fix Lint Errors in Reactjs app,['ReactJS'],['Other'],18,4,863700000,[100.0],['harishchennupa']
30116788,Topcoder v5 Lookup API | Fix issue with initial script,"['AWS', 'Node.js']",['NodeJS'],8,3,863700000,[150.0],['xxcxy']
30116728,Asset Tracking - Create Instruction to Deploy Angular App to Azure App Service,['Angular 8'],['Microsoft Azure'],6,1,863700000,[100.0],['harishchennupa']
30116508,CRM - Fix issues from previous challenge,"['TypeScript', 'Angular 8']",['Other'],26,1,863700000,[150.0],['nqv2018']
30116632,Structural Annotation - PASA Issue Fix,['Python'],['AWS'],13,1,863700000,[200.0],['cyberjag']
30116609,JIRA - Create Custom Fields Part1,['Other'],['Other'],24,2,863700000,[500.0],['khanfaraz']
30116497,Asset Tracking - Create Ansible Script to deploy Angular app to Azure Cloud,['Other'],['Microsoft Azure'],4,1,863580000,[150.0],['harishchennupa']
30114988,Snap Component Debugging  F2F,['Python'],['Linux'],23,1,1727700000,[500.0],['TMALBONPH']
30116245,Topcoder Project ES Processor - Stress Test,"['Apache Kafka', 'Node.js', 'Elasticsearch']",['NodeJS'],6,3,863700000,[300.0],['fctorial']
30116259,"Topcoder Project Service - Improve local setup, part 4","['Docker', 'Bash']",['Other'],8,2,863700000,[75.0],['xxcxy']
30115951,Project Teckedin | Update Webinar page,"['Node.js', 'jQuery']",['NodeJS'],13,2,863700000,[150.0],['logicbreaker']
30115718,F2F Fasta Issue Resolution,['Python'],['AWS'],16,1,863700000,[250.0],['cyberjag']
30115717,F2F gmap issue resolution,['Python'],['AWS'],20,1,863640000,[500.0],['cyberjag']
30115716,F2F repeatmaster issue fix,['Python'],['AWS'],11,1,863700000,[250.0],['cyberjag']
30115760,Project Ausweis | Proofs API Swagger Specification,"['Swagger', 'Other']",['Other'],12,4,863700000,[400.0],['harishchennupa']
30115584,Topcoder v5 Lookup API | Retrieve exact data during query,"['Node.js', 'Elasticsearch']",['NodeJS'],12,3,863700000,[100.0],['ahmed.seddiq']
30115520,"Topcoder Project Service - Improve local setup, part 3",['Docker'],['Other'],11,5,863700000,[300.0],['xxcxy']
30115514,Asset Tracking and Invoice - Mockup API Updates,['Node.js'],['Other'],17,2,863700000,[150.0],['harishchennupa']
30115511,Fix selecting tab issue,"['ReactJS', 'SCSS', 'HTML', 'JavaScript']",['NodeJS'],11,4,863700000,[50.0],['daga_sumit']
30115544,Update config file for E2E Script,"['Protractor', 'TypeScript', 'Node.js']",['Other'],15,2,777300000,[200.0],['ahmed.seddiq']
30115332,Project Prufung | Write Gauge tests for a SRM contest - Python,"['Python', 'Other']",['Other'],9,3,863700000,[100.0],['harishchennupa']
30115331,Project Prufung | Write Gauge tests for a SRM contest - Java,"['Java', 'Other']",['Other'],10,3,863700000,[100.0],['xxcxy']
30115206,Project Prufung | Write Gauge tests for a SRM contest - Golang,"['Go', 'Other']",['Other'],9,5,863700000,[100.0],['nursoltan-s']
30115205,Fix styling for recommended challenge and thrive articles,"['ReactJS', 'SCSS', 'HTML', 'JavaScript']",['NodeJS'],12,3,863700000,[50.0],['daga_sumit']
30115099,Project Prufung | Write Gauge tests for a SRM contest,"['JavaScript', 'Other']",['NodeJS'],7,4,863700000,[200.0],['nursoltan-s']
30113370,Best Practice - Owner Web Print Info Fix,"['Angular 2+', 'TypeScript']",['Other'],46,3,1209300000,[350.0],['jeevan900929']
30114837,TC - Contentful looker component update,"['ReactJS', 'SCSS', 'HTML', 'JavaScript', 'Node.js']",['Linux'],11,1,863700000,[200.0],['diazz']
30115954,48hrs - Sahara - Upgrade Webpack for Reactjs Project,['ReactJS'],['Other'],17,2,172800000,[150.0],['deepasajani']
30114792,TC - New 'Vertical' theme for Contentful tabs,"['SCSS', 'HTML', 'JavaScript', 'Node.js']",['Linux'],5,1,863700000,[150.0],['diazz']
30114791,TC - New 'Pills' theme for Contentful tabs,"['SCSS', 'HTML', 'JavaScript', 'Node.js']",['Linux'],8,1,863700000,[150.0],['diazz']
30114926,Project Prufung | Java Gauge Tests Implementation,['Java'],['Other'],6,3,863700000,[100.0],['ahmed.seddiq']
30114672,ABC - MPS Portal Large File Export Failure,"['IIS', 'Windows Server', 'Node.js']",['Other'],15,2,863700000,[100.0],['harishchennupa']
30114920,Topcoder - Resources V5 API Swagger UI,"['AWS', 'Swagger', 'Node.js', 'Other']",['NodeJS'],6,3,863700000,[60.0],['daga_sumit']
30114918,Topcoder Payment Tool - Upgrade Projects API to V5,"['ReactJS', 'Swagger', 'Node.js']",['NodeJS'],19,1,863700000,[100.0],['allenjuly7']
30114919,Topcoder - Challenge V5 API Swagger UI,"['AWS', 'Swagger', 'Node.js', 'Other']",['NodeJS'],5,3,863700000,[60.0],['daga_sumit']
30114870,Asset Tracking and Invoice - REST API Mockup Dev,['Node.js'],['Other'],20,1,863700000,[300.0],['harishchennupa']
30113944,Clearwater - Make Page Analysis Tool Work in Docker,"['Docker', 'Node.js']",['Other'],10,3,863700000,[100.0],['wenbin']
30114730,Project Prufung | Golang Gauge Tests Implementation,['Go'],['Other'],17,6,863700000,[300.0],['nursoltan-s']
30114675,Submission API | Status field,"['AWS', 'Apache Kafka', 'Node.js', 'Elasticsearch']",['NodeJS'],14,3,863700000,[250.0],['xxcxy']
30115261,Topcoder - Notifications Popup Fixes,"['ReactJS', 'Apache Kafka', 'SCSS', 'HTML5']",['NodeJS'],19,2,432183642,[300.0],['Amith']
30114555,Poseidon developer protal backend - Fix code climate issues,"['TypeScript', 'PostgreSQL', 'Node.js', 'API']",['NodeJS'],12,1,863700000,[100.0],['zxyding']
30114311,Topcoder Project Service - Report ES/DB Data Mismatches - Upload to AWS S3,"['AWS', 'S3', 'Node.js']",['AWS'],9,4,863700000,[175.0],['nursoltan-s']
30113508,POP JWT - Make Android PoC App Work with minimum SDK 19,['Android'],['Mobile'],11,4,1440000000,[150.0],['logicbreaker']
30113935,Clearwater - Improve Page Analysis Tool Test Coverage,['Node.js'],['Other'],11,1,863700000,[250.0],['harishchennupa']
30113943,Clearwater - Improve Sonarqube Plugin Test Coverage,"['Java', 'ReactJS']",['Other'],21,2,863700000,[300.0],['xxcxy']
30113681,Poseidon LPC Payment API - Code Climate Fixes,"['TypeScript', 'Node.js']",['Other'],24,2,766500000,[150.0],['zxyding']
30113513,Eaton Login Update,['Apache Cordova'],"['Android', 'iOS']",10,1,604500000,[200.0],['nghi85']
30113494,Digital Style Guide - Make Angular libraries NPM publishable,"['Angular 2+', 'Npm', 'SCSS', 'TypeScript']",['NodeJS'],29,2,863700000,[800.0],['diazz']
30113492,Clearwater - the reports are not loaded in Sonarqube,"['Java', 'ReactJS']",['Other'],2,1,863700000,[50.0],['logicbreaker']
30113425,Project Teckedin | Nodejs script to upload files to S3 and to update database,['Node.js'],['NodeJS'],14,2,863700000,[200.0],['nursoltan-s']
30113381,Best Practice - Android Additional Applications New Functionalities,['Android'],['Mobile'],14,1,863700000,[150.0],['gatorboy']
30113369,Clearwater - Page Analysis Sonarqube Plugin - Make it work with Sonarqube 7.9,"['Java', 'ReactJS']",['Other'],10,1,863700000,[100.0],['neonray']
30113254,Pop JWT - Android PoC App Completion,['Android'],['Mobile'],14,1,818340000,[350.0],['afrisalyp']
30113148,BioPerl Installation F2F,"['Docker', 'Perl']",['Linux'],7,2,863700000,[150.0],['nursoltan-s']
30113096,Eaton Pairing update for tablet,['Apache Cordova'],"['Android', 'iOS']",4,1,864000000,[200.0],['mearaj']
30113032,Android Screen is blinking,['Apache Cordova'],"['Android', 'iOS']",15,1,864000000,[200.0],['mearaj']
30113057,POP JWT POC - PUML Sequence Diagram Improvements,['Other'],['Other'],9,1,863700000,[200.0],['ShindouHikaru']
30112913,RCS : Update the map layout,['Angular 2+'],['HTML'],13,2,863700000,[100.0],['fctorial']
30112932,Python 2.7 OS Command Issue Resolution,"['Docker', 'Python']",['Linux'],18,4,859380000,[250.0],['TMALBONPH']
30112856,Project Teckedin | Upload assets to S3 instead of storing locally,"['AWS', 'Node.js', 'MongoDB']",['NodeJS'],12,4,863700000,[150.0],['nursoltan-s']
30112832,Ognomy MVP - Video Call SDK Ideation,"['Android', 'iOS']",['Mobile'],9,4,863700000,[100.0],['trivia79']
30112673,Emerald - Create Postman Collection From API Documentation,['REST'],['Other'],13,4,863700000,[75.0],['ShindouHikaru']
30112661,Lookups API | Fix issue with Elasticsearch query,"['Node.js', 'Elasticsearch']",['NodeJS'],8,2,863700000,[50.0],['fctorial']
30112636,Clearwater - Create BLOG,['Other'],['Other'],8,2,863700000,[200.0],['wenbin']
30112635,ClearWater - Improve the README,['Other'],['Other'],8,2,863700000,[100.0],['wenbin']
30112633,Clearwater - make the code follow the NX project structure,['Node.js'],['Other'],9,2,863700000,[50.0],['harishchennupa']
30112631,Topcoder - Fix Build on Community App,"['ReactJS', 'Node.js']",['NodeJS'],9,1,863700000,[100.0],['daga_sumit']
30112600,Topcoder Project ES Processor - Improve local setup,"['Docker', 'Apache Kafka']",['Other'],7,1,863700000,[300.0],['yoution']
30112510,POP JWT POC - PUML Sequence Diagram Creation,['UML'],['Other'],14,1,863700000,[300.0],['ShindouHikaru']
30112509,Poseidon's developer portal update backend unit tests,"['TypeScript', 'Node.js']",['NodeJS'],24,2,863580000,[200.0],['harishchennupa']
30112524,Setup Robot Framework environment to Execute Mobile Test Cases,"['Mobile', 'QA', 'Appium', 'T Testing', 'Python']",['Mobile'],11,1,690840000,[600.0],['Dipikashimpi']
30112477,rebels support for SBSB2,['Other'],['Other'],4,1,863700000,[15.0],['priyathanga22']
30112454,Topcoder Connect - New Fields for Project Templates,"['ReactJS', 'PostgreSQL', 'Node.js']",['NodeJS'],11,1,863700000,[400.0],['yoution']
30112320,Bijli - Diagram processing - Legend Extraction,['Other'],['Other'],54,2,863700000,[600.0],['tcghanareddy']
30112601,72Hrs - Monthly Country Report - Fix the Chart Border in Excel Report,['Python'],['Other'],20,2,259200000,[100.0],['lipsum']
30112560,72Hrs - Monthly Country Report - Fix the Chart Label Font in Excel Report,['Python'],['Other'],18,3,259200000,[100.0],['lipsum']
30112200,Best Practices - Add search name and email to the owner application,"['TypeScript', 'Angular 4', 'JavaScript', 'Node.js']",['Other'],26,5,863700000,[100.0],['diazz']
30112185,Best Practices - Update frontend To Use Patient Filter,"['TypeScript', 'Angular 4']",['Other'],21,1,863700000,[60.0],['diazz']
30112187,Orientdb Spring Data Plugin - Support Default Depth,['Java'],['Other'],9,1,863700000,[300.0],['xxcxy']
30112119,Best Practices Fix Issues in Owner Web Application,"['TypeScript', 'Angular 4']",['Other'],24,4,863700000,[170.0],['logicbreaker']
30112117,Best Practices Add Filter to Backend,"['JavaScript', 'Node.js', 'MongoDB']",['Other'],16,2,863530267,[80.0],['nqv2018']
30111812,Topcoder Connect - Fix local time calculation,['ReactJS'],['Other'],9,2,863700000,[75.0],['fctorial']
30111699,Topcoder Project Service - Only list project with pending invites,"['Node.js', 'Elasticsearch']",['NodeJS'],16,2,863700000,[100.0],['xxcxy']
30111622,Topcoder Connect - Fix DraftJS Line Disappear Issue,"['ReactJS', 'SCSS']",['Other'],15,3,863700000,[175.0],['logicbreaker']
30111546,Hoherberg Ski School Priority Bug Fixes Authorize.Net Fixes Code Challenge,"['ASP.NET Core ', 'MySQL', 'API']",['Other'],17,1,863700000,[1200.0],['phead']
30111486,Fix Docker Script Issue on Protractor E2E Test,"['Docker', 'Protractor', 'TypeScript']","['NodeJS', 'Other']",26,4,863645851,[500.0],['rahulranjanmca']
30111432,Topcoder Legacy Project Processor - Use Project Service API,"['PostgreSQL', 'Node.js']",['NodeJS'],15,1,863700000,[300.0],['aaron2017']
30111348,Topcoder Platform - Add ES support for Resource and Resource Role to Legacy Script,"['JavaScript', 'Node.js', 'Elasticsearch']",['Other'],9,1,863700000,[180.0],['aaron2017']
30111401,Orientdb Spring Data Plugin - Add Gremlin Query Support,['Java'],['Other'],13,1,863700000,[300.0],['xxcxy']
30111356,TopCoder - New Navigation add the Search feature from existing nav,['ReactJS'],['NodeJS'],22,3,842669932,[150.0],['LieutenantRoger']
30111327,Topcoder -  Fix Challenge search query on the V5 API,"['AWS', 'Swagger', 'Node.js', 'Elasticsearch']",['NodeJS'],7,1,863700000,[100.0],['aaron2017']
